referencia_codigo;gestor_codigo;gestor_descripcion;municipio_codigo;municipio_descripcion;localizacion_descripcion;parcela_descripcion;regimen_codigo;clase_codigo;uso_principal_codigo;urbanizacion_codigo;superficie_registrada;superficie_edificable;descripcion_español;descripcion_ingles;observaciones_español;observaciones_ingles;contacto_direccion;referencia_catastral_20;referencia_catastral_14;coordenada_x;coordenada_y;url_visor
106021Y;Y;Ayuntamiento de Parla;106;Parla;"UE-1 PAU-5 ""SECTOR INDUSTRIAL""";1-M4-A28;V;URB;I;U;400;480;Suelo Urbano.  Uso industrial.;Urban ground. Industry.;;;Héctor Barriga Mozo   916240362;3257507VK3535N0001KD;3257507VK3535N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27106021Y%27&&share&&ZONE=430000,4485000,8
106022Y;Y;Ayuntamiento de Parla;106;Parla;"UE-1 PAU-5 ""SECTOR INDUSTRIAL""";1-M4-A30;V;URB;I;U;400;480;Suelo Urbano.  Uso industrial.;Urban ground. Industry.;;;Héctor Barriga Mozo   916240362;3257509VK3535N0001DD;3257509VK3535N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27106022Y%27&&share&&ZONE=430000,4485000,8
106023Y;Y;Ayuntamiento de Parla;106;Parla;"UE-1 PAU-5 ""SECTOR INDUSTRIAL""";1-M4-A31;V;URB;I;U;400;480;Suelo Urbano.  Uso industrial.;Urban ground. Industry.;;;Héctor Barriga Mozo   916240362;3257510VK3535N0001KD;3257510VK3535N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27106023Y%27&&share&&ZONE=430000,4485000,8
106024Y;Y;Ayuntamiento de Parla;106;Parla;"UE-1 PAU-5 ""SECTOR INDUSTRIAL""";1-M4-A35;V;URB;I;U;429,2;515,04;Suelo Urbano.  Uso industrial.;Urban ground. Industry.;;;Héctor Barriga Mozo   916240362;3257514VK3535N0001ID;3257514VK3535N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27106024Y%27&&share&&ZONE=430000,4485000,8
106025Y;Y;Ayuntamiento de Parla;106;Parla;"UE-1 PAU-5 ""SECTOR INDUSTRIAL""";1-M4-A36;V;URB;I;U;429,2;515,04;Suelo Urbano.  Uso industrial.;Urban ground. Industry.;;;Héctor Barriga Mozo   916240362;3257515VK3535N0001JD;3257515VK3535N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27106025Y%27&&share&&ZONE=430000,4485000,8
106026Y;Y;Ayuntamiento de Parla;106;Parla;"UE-1 PAU-5 ""SECTOR INDUSTRIAL""";1-M4-B2;V;URB;I;U;400;480;Suelo Urbano.  Uso industrial.;Urban ground. Industry.;;;Héctor Barriga Mozo   916240362;3357425VK3535N0001XD;3357425VK3535N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27106026Y%27&&share&&ZONE=430000,4485000,8
106027Y;Y;Ayuntamiento de Parla;106;Parla;"UE-1 PAU-5 ""SECTOR INDUSTRIAL""";1-M4-B7;V;URB;I;U;400;480;Suelo Urbano.  Uso industrial.;Urban ground. Industry.;;;Héctor Barriga Mozo   916240362;3357430VK3535N0001JD;3357430VK3535N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27106027Y%27&&share&&ZONE=430000,4485000,8
106028Y;Y;Ayuntamiento de Parla;106;Parla;"UE-1 PAU-5 ""SECTOR INDUSTRIAL""";1-M4-B9;V;URB;I;U;400;480;Suelo Urbano.  Uso industrial.;Urban ground. Industry.;;;Héctor Barriga Mozo   916240362;3357432VK3535N0001SD;3357432VK3535N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27106028Y%27&&share&&ZONE=430000,4485000,8
000170A;A;Consorcio UrbanísticoÁrea Tecnológica del Sur de Getafe;065;Getafe;CALLE DE EMILIO GINO SEGRE 5;1.2;V;URB;I;P;4530;2500;Pertenece a la actuación urbanistica Tecnogetafe localizada al borde de la M-50, colindando con terrenos del PAU Arroyo Culebro y al norte con terrenos de la Carpetania. Ordenanza AT. Usos Equipamiento - Parque Científico Tecnológico.;It belongs to the Tecnogetafe urban development located on the edge of the M-50, adjoining lands of PAU Arroyo Culebro and to the north with lands of Carpetania. AT ordinance. Equipment Uses - Scientific and Technological Park.;Consorcios;Consortium;Alcalá, 21,  12ª planta 28014 Madrid Tel. 911 713 865 gerente@tecnogetafe.es division.consorcios@madrid.org;7789102VK3578N0001GA;7789102VK3578N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000170A%27&&share&&ZONE=430000,4485000,8
000171A;A;Consorcio UrbanísticoÁrea Tecnológica del Sur de Getafe;065;Getafe;CALLE DE EMILIO GINO SEGRE 7;1.3;V;URB;I;P;4400;2500;Pertenece a la actuación urbanistica Tecnogetafe localizada al borde de la M-50, colindando con terrenos del PAU Arroyo Culebro y al norte con terrenos de la Carpetania. Ordenanza AT. Usos Equipamiento - Parque Científico Tecnológico.;It belongs to the Tecnogetafe urban development located on the edge of the M-50, adjoining lands of PAU Arroyo Culebro and to the north with lands of Carpetania. AT ordinance. Equipment Uses - Scientific and Technological Park.;Consorcios;Consortium;Alcalá, 21,  12ª planta 28014 Madrid Tel. 911 713 865 gerente@tecnogetafe.es division.consorcios@madrid.org;7789103VK3578N0001QA;7789103VK3578N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000171A%27&&share&&ZONE=430000,4485000,8
000172A;A;Consorcio UrbanísticoÁrea Tecnológica del Sur de Getafe;065;Getafe;CALLE DE EMILIO GINO SEGRE 9;1.4;V;URB;I;P;4400;2860;Pertenece a la actuación urbanistica Tecnogetafe localizada al borde de la M-50, colindando con terrenos del PAU Arroyo Culebro y al norte con terrenos de la Carpetania. Ordenanza AT. Usos Equipamiento - Parque Científico Tecnológico.;It belongs to the Tecnogetafe urban development located on the edge of the M-50, adjoining lands of PAU Arroyo Culebro and to the north with lands of Carpetania. AT ordinance. Equipment Uses - Scientific and Technological Park.;Consorcios;Consortium;Alcalá, 21,  12ª planta 28014 Madrid Tel. 911 713 865 gerente@tecnogetafe.es division.consorcios@madrid.org;7789104VK3578N0001PA;7789104VK3578N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000172A%27&&share&&ZONE=430000,4485000,8
000173A;A;Consorcio UrbanísticoÁrea Tecnológica del Sur de Getafe;065;Getafe;CALLE DE EMILIO GINO SEGRE 11;1.5;V;URB;I;P;4400;2860;Pertenece a la actuación urbanistica Tecnogetafe localizada al borde de la M-50, colindando con terrenos del PAU Arroyo Culebro y al norte con terrenos de la Carpetania. Ordenanza AT. Usos Equipamiento - Parque Científico Tecnológico.;It belongs to the Tecnogetafe urban development located on the edge of the M-50, adjoining lands of PAU Arroyo Culebro and to the north with lands of Carpetania. AT ordinance. Equipment Uses - Scientific and Technological Park.;Consorcios;Consortium;Alcalá, 21,  12ª planta 28014 Madrid Tel. 911 713 865 gerente@tecnogetafe.es division.consorcios@madrid.org;7789105VK3578N0001LA;7789105VK3578N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000173A%27&&share&&ZONE=430000,4485000,8
000174A;A;Consorcio UrbanísticoÁrea Tecnológica del Sur de Getafe;065;Getafe;CALLE DE EMILIO GINO SEGRE 13;1.6;V;URB;I;P;4400;2860;Pertenece a la actuación urbanistica Tecnogetafe localizada al borde de la M-50, colindando con terrenos del PAU Arroyo Culebro y al norte con terrenos de la Carpetania. Ordenanza AT. Usos Equipamiento - Parque Científico Tecnológico.;It belongs to the Tecnogetafe urban development located on the edge of the M-50, adjoining lands of PAU Arroyo Culebro and to the north with lands of Carpetania. AT ordinance. Equipment Uses - Scientific and Technological Park.;Consorcios;Consortium;Alcalá, 21,  12ª planta 28014 Madrid Tel. 911 713 865 gerente@tecnogetafe.es division.consorcios@madrid.org;7789106VK3578N0001TA;7789106VK3578N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000174A%27&&share&&ZONE=430000,4485000,8
000175A;A;Consorcio UrbanísticoÁrea Tecnológica del Sur de Getafe;065;Getafe;CALLE DE EMILIO GINO SEGRE 15;1.7;V;URB;I;P;5610;3845;Pertenece a la actuación urbanistica Tecnogetafe localizada al borde de la M-50, colindando con terrenos del PAU Arroyo Culebro y al norte con terrenos de la Carpetania. Ordenanza AT. Usos Equipamiento - Parque Científico Tecnológico.;It belongs to the Tecnogetafe urban development located on the edge of the M-50, adjoining lands of PAU Arroyo Culebro and to the north with lands of Carpetania. AT ordinance. Equipment Uses - Scientific and Technological Park.;Consorcios;Consortium;Alcalá, 21,  12ª planta 28014 Madrid Tel. 911 713 865 gerente@tecnogetafe.es division.consorcios@madrid.org;7789107VK3578N0001FA;7789107VK3578N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000175A%27&&share&&ZONE=430000,4485000,8
000176A;A;Consorcio UrbanísticoÁrea Tecnológica del Sur de Getafe;065;Getafe;CALLE DE EMILIO GINO SEGRE 17;1.8;V;URB;I;P;6600;4525;Pertenece a la actuación urbanistica Tecnogetafe localizada al borde de la M-50, colindando con terrenos del PAU Arroyo Culebro y al norte con terrenos de la Carpetania. Ordenanza AT. Usos Equipamiento - Parque Científico Tecnológico.;It belongs to the Tecnogetafe urban development located on the edge of the M-50, adjoining lands of PAU Arroyo Culebro and to the north with lands of Carpetania. AT ordinance. Equipment Uses - Scientific and Technological Park.;Consorcios;Consortium;Alcalá, 21,  12ª planta 28014 Madrid Tel. 911 713 865 gerente@tecnogetafe.es division.consorcios@madrid.org;7789108VK3578N0001MA;7789108VK3578N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000176A%27&&share&&ZONE=430000,4485000,8
000177A;A;Consorcio UrbanísticoÁrea Tecnológica del Sur de Getafe;065;Getafe;CALLE DE EMILIO GINO SEGRE 19;1.9;V;URB;I;P;6600;4525;Pertenece a la actuación urbanistica Tecnogetafe localizada al borde de la M-50, colindando con terrenos del PAU Arroyo Culebro y al norte con terrenos de la Carpetania. Ordenanza AT. Usos Equipamiento - Parque Científico Tecnológico.;It belongs to the Tecnogetafe urban development located on the edge of the M-50, adjoining lands of PAU Arroyo Culebro and to the north with lands of Carpetania. AT ordinance. Equipment Uses - Scientific and Technological Park.;Consorcios;Consortium;Alcalá, 21,  12ª planta 28014 Madrid Tel. 911 713 865 gerente@tecnogetafe.es division.consorcios@madrid.org;7789109VK3578N0001OA;7789109VK3578N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000177A%27&&share&&ZONE=430000,4485000,8
000178A;A;Consorcio UrbanísticoÁrea Tecnológica del Sur de Getafe;065;Getafe;CALLE DE EMILIO GINO SEGRE 21;1.10;V;URB;I;P;6600;4525;Pertenece a la actuación urbanistica Tecnogetafe localizada al borde de la M-50, colindando con terrenos del PAU Arroyo Culebro y al norte con terrenos de la Carpetania. Ordenanza AT. Usos Equipamiento - Parque Científico Tecnológico.;It belongs to the Tecnogetafe urban development located on the edge of the M-50, adjoining lands of PAU Arroyo Culebro and to the north with lands of Carpetania. AT ordinance. Equipment Uses - Scientific and Technological Park.;Consorcios;Consortium;Alcalá, 21,  12ª planta 28014 Madrid Tel. 911 713 865 gerente@tecnogetafe.es division.consorcios@madrid.org;7789110VK3578N0001FA;7789110VK3578N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000178A%27&&share&&ZONE=430000,4485000,8
106029Y;Y;Ayuntamiento de Parla;106;Parla;"UE-1 PAU-5 ""SECTOR INDUSTRIAL""";1-M4-B10;V;URB;I;U;400;480;Suelo Urbano.  Uso industrial.;Urban ground. Industry.;;;Héctor Barriga Mozo   916240362;3357432VK3535N0001SD;3357432VK3535N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27106029Y%27&&share&&ZONE=430000,4485000,8
106030Y;Y;Ayuntamiento de Parla;106;Parla;"UE-1 PAU-5 ""SECTOR INDUSTRIAL""";1-M4-B11;V;URB;I;U;400;480;Suelo Urbano.  Uso industrial.;Urban ground. Industry.;;;Héctor Barriga Mozo   916240362;3357434VK3535N0001UD;3357434VK3535N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27106030Y%27&&share&&ZONE=430000,4485000,8
106031Y;Y;Ayuntamiento de Parla;106;Parla;"UE-1 PAU-5 ""SECTOR INDUSTRIAL""";1-M4-B16;V;URB;I;U;436,8;524,16;Suelo Urbano.  Uso industrial.;Urban ground. Industry.;;;Héctor Barriga Mozo   916240362;3357439VK3535N0001YD;3357439VK3535N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27106031Y%27&&share&&ZONE=430000,4485000,8
106032Y;Y;Ayuntamiento de Parla;106;Parla;"UE-1 PAU-5 ""SECTOR INDUSTRIAL""";1-M4-B17;V;URB;I;U;407,2;488,64;Suelo Urbano.  Uso industrial.;Urban ground. Industry.;;;Héctor Barriga Mozo   916240362;3357440VK3535N0001AD;3357440VK3535N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27106032Y%27&&share&&ZONE=430000,4485000,8
106033Y;Y;Ayuntamiento de Parla;106;Parla;"UE-1 PAU-5 ""SECTOR INDUSTRIAL""";1-M4-B18;V;URB;I;U;407,2;488,64;Suelo Urbano.  Uso industrial.;Urban ground. Industry.;;;Héctor Barriga Mozo   916240362;3357441VK3535N0001BD;3357441VK3535N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27106033Y%27&&share&&ZONE=430000,4485000,8
106034Y;Y;Ayuntamiento de Parla;106;Parla;"UE-1 PAU-5 ""SECTOR INDUSTRIAL""";1-M4-B19;V;URB;I;U;407,2;488,64;Suelo Urbano.  Uso industrial.;Urban ground. Industry.;;;Héctor Barriga Mozo   916240362;3357442VK3535N0001YD;3357442VK3535N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27106034Y%27&&share&&ZONE=430000,4485000,8
000169A;A;Consorcio UrbanísticoÁrea Tecnológica del Sur de Getafe;065;Getafe;CALLE DE EMILIO GINO SEGRE 3;1.1;V;URB;I;P;11410;6845;Pertenece a la actuación urbanistica Tecnogetafe localizada al borde de la M-50, colindando con terrenos del PAU Arroyo Culebro y al norte con terrenos de la Carpetania. Ordenanza AT. Usos Equipamiento - Parque Científico Tecnológico.;It belongs to the Tecnogetafe urban development located on the edge of the M-50, adjoining lands of PAU Arroyo Culebro and to the north with lands of Carpetania. AT ordinance. Equipment Uses - Scientific and Technological Park.;Consorcios;Consortium;Alcalá, 21,  12ª planta 28014 Madrid Tel. 911 713 865 gerente@tecnogetafe.es division.consorcios@madrid.org;7789101VK3578N0001YA;7789101VK3578N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000169A%27&&share&&ZONE=430000,4485000,8
000179A;A;Consorcio UrbanísticoÁrea Tecnológica del Sur de Getafe;065;Getafe;CALLE DE EMILIO GINO SEGRE 23;1.11;V;URB;I;P;5610;3845;Pertenece a la actuación urbanistica Tecnogetafe localizada al borde de la M-50, colindando con terrenos del PAU Arroyo Culebro y al norte con terrenos de la Carpetania. Ordenanza AT. Usos Equipamiento - Parque Científico Tecnológico.;It belongs to the Tecnogetafe urban development located on the edge of the M-50, adjoining lands of PAU Arroyo Culebro and to the north with lands of Carpetania. AT ordinance. Equipment Uses - Scientific and Technological Park.;Consorcios;Consortium;Alcalá, 21,  12ª planta 28014 Madrid Tel. 911 713 865 gerente@tecnogetafe.es division.consorcios@madrid.org;7789111VK3578N0001MA;7789111VK3578N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000179A%27&&share&&ZONE=430000,4485000,8
000180A;A;Consorcio UrbanísticoÁrea Tecnológica del Sur de Getafe;065;Getafe;CALLE DE EMILIO GINO SEGRE 25;1.12;V;URB;I;P;4400;2860;Pertenece a la actuación urbanistica Tecnogetafe localizada al borde de la M-50, colindando con terrenos del PAU Arroyo Culebro y al norte con terrenos de la Carpetania. Ordenanza AT. Usos Equipamiento - Parque Científico Tecnológico.;It belongs to the Tecnogetafe urban development located on the edge of the M-50, adjoining lands of PAU Arroyo Culebro and to the north with lands of Carpetania. AT ordinance. Equipment Uses - Scientific and Technological Park.;Consorcios;Consortium;Alcalá, 21,  12ª planta 28014 Madrid Tel. 911 713 865 gerente@tecnogetafe.es division.consorcios@madrid.org;7789112VK3578N0001OA;7789112VK3578N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000180A%27&&share&&ZONE=430000,4485000,8
106035Y;Y;Ayuntamiento de Parla;106;Parla;"UE-1 PAU-5 ""SECTOR INDUSTRIAL""";1-M4-B20;V;URB;I;U;407,2;488,64;Suelo Urbano.  Uso industrial.;Urban ground. Industry.;;;Héctor Barriga Mozo   916240362;3357443VK3535N0001GD;3357443VK3535N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27106035Y%27&&share&&ZONE=430000,4485000,8
106036Y;Y;Ayuntamiento de Parla;106;Parla;"UE-1 PAU-5 ""SECTOR INDUSTRIAL""";1-M4-B21;V;URB;I;U;407,2;488,64;Suelo Urbano.  Uso industrial.;Urban ground. Industry.;;;Héctor Barriga Mozo   916240362;3357444VK3535N0001QD;3357444VK3535N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27106036Y%27&&share&&ZONE=430000,4485000,8
106037Y;Y;Ayuntamiento de Parla;106;Parla;"UE-1 PAU-5 ""SECTOR INDUSTRIAL""";1-M4-B24;V;URB;I;U;407,2;488,64;Suelo Urbano.  Uso industrial.;Urban ground. Industry.;;;Héctor Barriga Mozo   916240362;3357403VK3535N0001HD;3357403VK3535N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27106037Y%27&&share&&ZONE=430000,4485000,8
106038Y;Y;Ayuntamiento de Parla;106;Parla;"UE-1 PAU-5 ""SECTOR INDUSTRIAL""";1-M4-B25;V;URB;I;U;407,2;488,64;Suelo Urbano.  Uso industrial.;Urban ground. Industry.;;;Héctor Barriga Mozo   916240362;3357404VK3535N0001WD;3357404VK3535N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27106038Y%27&&share&&ZONE=430000,4485000,8
106039Y;Y;Ayuntamiento de Parla;106;Parla;"UE-1 PAU-5 ""SECTOR INDUSTRIAL""";1-M4-B26;V;URB;I;U;407,2;488,64;Suelo Urbano.  Uso industrial.;Urban ground. Industry.;;;Héctor Barriga Mozo   916240362;3357405VK3535N0001AD;3357405VK3535N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27106039Y%27&&share&&ZONE=430000,4485000,8
000036V;V;Dirección General de Vivienda y Rehabilitación;096;Navalcarnero;SECTOR I-7;R21 Pol. 29;C;URB;R;U;4325;5168;Número máximo de viviendas estimado. 73;Estimated maximum number of homes: 73;Concesión de dominio Público sobre terrenos integrantes de Redes Supramunicipales;Concession of Public domain over Supramunicipal nets;Dirección General de Vivienda y Rehabilitación sdgv@madrid.org;4617201VK1641N0001MX;4617201VK1641N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000036V%27&&share&&ZONE=430000,4485000,8
000037V;V;Dirección General de Vivienda y Rehabilitación;096;Navalcarnero;SECTOR I- 10;VP-IS;C;URB;R;U;8980;11638;Número máximo de viviendas estimado. 166;Estimated maximum number of homes: 166;Concesión de dominio Público sobre terrenos integrantes de Redes Supramunicipales;Concession of Public domain over Supramunicipal nets;Dirección General de Vivienda y Rehabilitación sdgv@madrid.org;7115901VK1671N0001TA;7115901VK1671N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000037V%27&&share&&ZONE=430000,4485000,8
000038V;V;Dirección General de Vivienda y Rehabilitación;096;Navalcarnero;SECTOR I-7;R22 P3O;C;URB;R;U;2179;2590;Número máximo de viviendas estimado. 37;Estimated maximum number of homes: 37;Concesión de dominio Público sobre terrenos integrantes de Redes Supramunicipales;Concession of Public domain over Supramunicipal nets;Dirección General de Vivienda y Rehabilitación sdgv@madrid.org;4717201VK1641N0001GX;4717201VK1641N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000038V%27&&share&&ZONE=430000,4485000,8
000039V;V;Dirección General de Vivienda y Rehabilitación;096;Navalcarnero;SECTOR I-2;VP-IS;C;URB;R;U;17149;22294;Número máximo de viviendas estimado. 318;Estimated maximum number of homes: 318;Concesión de dominio Público sobre terrenos integrantes de Redes Supramunicipales;Concession of Public domain over Supramunicipal nets;Dirección General de Vivienda y Rehabilitación sdgv@madrid.org;5312302VK1651S0001WA;5312302VK1651S;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000039V%27&&share&&ZONE=430000,4485000,8
000040V;V;Dirección General de Vivienda y Rehabilitación;096;Navalcarnero;SECTOR I-4;329 (R17);C;URB;R;U;3610;2590;Número máximo de viviendas estimado. 37;Estimated maximum number of homes: 37;Concesión de dominio Público sobre terrenos integrantes de Redes Supramunicipales;Concession of Public domain over Supramunicipal nets;Dirección General de Vivienda y Rehabilitación sdgv@madrid.org;3295774VK1539N0001KA;3295774VK1539N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000040V%27&&share&&ZONE=430000,4485000,8
000041V;V;Dirección General de Vivienda y Rehabilitación;073;Humanes de Madrid;Sl El Barral;Parcela 7;C;URB;R;U;1772;3544;Número máximo de viviendas estimado. 50;Estimated maximum number of homes: 50;Concesión de dominio Público sobre terrenos integrantes de Redes Supramunicipales;Concession of Public domain over Supramunicipal nets;Dirección General de Vivienda y Rehabilitación sdgv@madrid.org;9158906VK2595N0001QW;9158906VK2595N;;;https://idem.madrid.org/visor/?v=suelo&&l=Callejero:Callejero2,SIGI_V_MUNICIPIOS,SIGI_V_SUELO_PARCELA&&f=,,CD_REFERENCIA=%27000041V%27&&share&&ZONE=430000,4485000,8
